Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[1374]   0.0    0.00    0.00       3         filament** std::__uninitialized_move_if_noexcept_a<filament**, filament**, std::allocator<filament*> >(filament**, filament**, filament**, std::allocator<filament*>&) [1374]
                0.00    0.00       6/6           std::move_iterator<filament**> std::__make_move_if_noexcept_iterator<filament*, std::move_iterator<filament**> >(filament**) [1233]
                0.00    0.00       3/3           filament** std::__uninitialized_copy_a<std::move_iterator<filament**>, filament**, filament*>(std::move_iterator<filament**>, std::move_iterator<filament**>, filament**, std::allocator<filament*>&) [1373]
-----------------------------------------------
                0.00    0.00       3/3           std::array<double, 3ul>* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*) [1344]
[1375]   0.0    0.00    0.00       3         std::array<double, 3ul>* std::copy<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*) [1375]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > std::__miter_base<__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > > >(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >) [1221]
                0.00    0.00       3/3           std::array<double, 3ul>* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*>(__gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, __gnu_cxx::__normal_iterator<std::array<double, 3ul> const*, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > > >, std::array<double, 3ul>*) [1368]
-----------------------------------------------
                0.00    0.00       3/3           filament** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<filament**>, filament**>(std::move_iterator<filament**>, std::move_iterator<filament**>, filament**) [1345]
[1376]   0.0    0.00    0.00       3         filament** std::copy<std::move_iterator<filament**>, filament**>(std::move_iterator<filament**>, std::move_iterator<filament**>, filament**) [1376]
                0.00    0.00       6/6           decltype (__miter_base(({parm#1}.base)())) std::__miter_base<filament**>(std::move_iterator<filament**>) [1222]
                0.00    0.00       3/3           filament** std::__copy_move_a2<true, filament**, filament**>(filament**, filament**, filament**) [1369]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<filament*, std::allocator<filament*> >::push_back(filament*&&) [91]
[1377]   0.0    0.00    0.00       3         std::remove_reference<filament*&>::type&& std::move<filament*&>(filament*&) [1377]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Construct<boost::program_options::basic_option<char>, boost::program_options::basic_option<char> const&>(boost::program_options::basic_option<char>*, boost::program_options::basic_option<char> const&) [1364]
[1378]   0.0    0.00    0.00       3         boost::program_options::basic_option<char> const& std::forward<boost::program_options::basic_option<char> const&>(std::remove_reference<boost::program_options::basic_option<char> const&>::type&) [1378]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [1380]
[1379]   0.0    0.00    0.00       3         void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [1379]
                0.00    0.00       3/3           void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [1310]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector() [1355]
[1380]   0.0    0.00    0.00       3         void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&) [1380]
                0.00    0.00       3/3           void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [1379]
-----------------------------------------------
                0.00    0.00       3/3           std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&) [1336]
[1381]   0.0    0.00    0.00       3         std::__detail::_Hash_node_base** std::addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&) [1381]
                0.00    0.00       3/6           std::__detail::_Hash_node_base** std::__addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&) [1219]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[1382]   0.0    0.00    0.00       2         motor_ensemble::~motor_ensemble() [1382]
                0.00    0.00      10/11120       std::vector<motor*, std::allocator<motor*> >::operator[](unsigned long) [245]
                0.00    0.00      10/10          motor::~motor() [1046]
                0.00    0.00       2/2870        std::vector<motor*, std::allocator<motor*> >::size() const [462]
                0.00    0.00       2/2           std::vector<motor*, std::allocator<motor*> >::clear() [1408]
                0.00    0.00       2/2           std::vector<motor*, std::allocator<motor*> >::~vector() [1410]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[1383]   0.0    0.00    0.00       2         boost::filesystem::create_directory(boost::filesystem::path const&) [1383]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[1384]   0.0    0.00    0.00       2         boost::filesystem::path::path(char const*) [1384]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[1385]   0.0    0.00    0.00       2         boost::filesystem::path::~path() [1385]
-----------------------------------------------
                0.00    0.00       1/2           boost::any::any<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [1445]
                0.00    0.00       1/2           boost::any::holder<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::clone() const [1469]
[1386]   0.0    0.00    0.00       2         boost::any::holder<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::holder(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [1386]
                0.00    0.00       2/338         boost::any::placeholder::placeholder() [600]
                0.00    0.00       2/8           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [1118]
-----------------------------------------------
                0.00    0.00       2/2           boost::any::~any() [581]
[1387]   0.0    0.00    0.00       2         boost::any::holder<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~holder() [1387]
                0.00    0.00       2/2           boost::any::holder<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~holder() [1388]
-----------------------------------------------
                0.00    0.00       2/2           boost::any::holder<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~holder() [1387]
[1388]   0.0    0.00    0.00       2         boost::any::holder<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~holder() [1388]
                0.00    0.00       2/341         boost::any::placeholder::~placeholder() [599]
                0.00    0.00       2/21          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [897]
-----------------------------------------------
                0.00    0.00       2/2           boost::program_options::typed_value<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, char>::notify(boost::any const&) const [2194]
[1389]   0.0    0.00    0.00       2         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const* boost::any_cast<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(boost::any const*) [1389]
                0.00    0.00       2/4           std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >* boost::any_cast<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(boost::any*) [1258]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<boost::program_options::basic_option<char> > >::deallocate(std::allocator<boost::program_options::basic_option<char> >&, boost::program_options::basic_option<char>*, unsigned long) [1405]
[1390]   0.0    0.00    0.00       2         __gnu_cxx::new_allocator<boost::program_options::basic_option<char> >::deallocate(boost::program_options::basic_option<char>*, unsigned long) [1390]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<motor*>::allocator() [1397]
[1391]   0.0    0.00    0.00       2         __gnu_cxx::new_allocator<motor*>::new_allocator() [1391]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<motor*>::~allocator() [1398]
[1392]   0.0    0.00    0.00       2         __gnu_cxx::new_allocator<motor*>::~new_allocator() [1392]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::begin() const [1476]
                0.00    0.00       1/2           std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::end() const [1474]
[1393]   0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<boost::program_options::basic_option<char> const*, std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > > >::__normal_iterator(boost::program_options::basic_option<char> const* const&) [1393]
-----------------------------------------------
                0.00    0.00       2/2           boost::program_options::typed_value<std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, char>::notify(boost::any const&) const [2194]
[1394]   0.0    0.00    0.00       2         boost::function1<void, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&>::operator void (boost::function1<void, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&>::dummy::*)()() const [1394]
                0.00    0.00       2/138         boost::function_base::empty() const [689]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::vector(std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > > const&) [1532]
                0.00    0.00       1/2           std::_Vector_base<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::get_allocator() const [1471]
[1395]   0.0    0.00    0.00       2         std::_Vector_base<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::_M_get_Tp_allocator() const [1395]
-----------------------------------------------
                0.00    0.00       1/2           std::initializer_list<std::array<int, 2ul> >::end() const [1472]
                0.00    0.00       1/2           std::_Hashtable<std::array<int, 2ul>, std::array<int, 2ul>, std::allocator<std::array<int, 2ul> >, std::__detail::_Identity, std::equal_to<std::array<int, 2ul> >, boost::hash<std::array<int, 2ul> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, true, true> >::operator=(std::initializer_list<std::array<int, 2ul> >) [1492]
[1396]   0.0    0.00    0.00       2         std::initializer_list<std::array<int, 2ul> >::begin() const [1396]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<motor*, std::allocator<motor*> >::_Vector_impl::_Vector_impl() [1401]
[1397]   0.0    0.00    0.00       2         std::allocator<motor*>::allocator() [1397]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<motor*>::new_allocator() [1391]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<motor*, std::allocator<motor*> >::_Vector_impl::~_Vector_impl() [1402]
[1398]   0.0    0.00    0.00       2         std::allocator<motor*>::~allocator() [1398]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<motor*>::~new_allocator() [1392]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::_M_move_assign(std::vector<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >&&, std::integral_constant<bool, true>) [1530]
[1399]   0.0    0.00    0.00       2         std::_Vector_base<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::_Vector_impl::_M_swap_data(std::_Vector_base<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::_Vector_impl&) [1399]
                0.00    0.00       6/6           std::enable_if<std::__and_<std::is_move_constructible<boost::program_options::basic_option<char>*>, std::is_move_assignable<boost::program_options::basic_option<char>*> >::value, void>::type std::swap<boost::program_options::basic_option<char>*>(boost::program_options::basic_option<char>*&, boost::program_options::basic_option<char>*&) [1238]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::_Vector_base(unsigned long, std::allocator<boost::program_options::basic_option<char> > const&) [1498]
                0.00    0.00       1/2           std::_Vector_base<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::_Vector_base(std::allocator<boost::program_options::basic_option<char> > const&) [1497]
[1400]   0.0    0.00    0.00       2         std::_Vector_base<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::_Vector_impl::_Vector_impl(std::allocator<boost::program_options::basic_option<char> > const&) [1400]
                0.00    0.00       2/4           std::allocator<boost::program_options::basic_option<char> >::allocator(std::allocator<boost::program_options::basic_option<char> > const&) [1262]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<motor*, std::allocator<motor*> >::_Vector_base() [1403]
[1401]   0.0    0.00    0.00       2         std::_Vector_base<motor*, std::allocator<motor*> >::_Vector_impl::_Vector_impl() [1401]
                0.00    0.00       2/2           std::allocator<motor*>::allocator() [1397]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<motor*, std::allocator<motor*> >::~_Vector_base() [1404]
[1402]   0.0    0.00    0.00       2         std::_Vector_base<motor*, std::allocator<motor*> >::_Vector_impl::~_Vector_impl() [1402]
                0.00    0.00       2/2           std::allocator<motor*>::~allocator() [1398]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<motor*, std::allocator<motor*> >::vector() [1409]
[1403]   0.0    0.00    0.00       2         std::_Vector_base<motor*, std::allocator<motor*> >::_Vector_base() [1403]
                0.00    0.00       2/2           std::_Vector_base<motor*, std::allocator<motor*> >::_Vector_impl::_Vector_impl() [1401]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<motor*, std::allocator<motor*> >::~vector() [1410]
[1404]   0.0    0.00    0.00       2         std::_Vector_base<motor*, std::allocator<motor*> >::~_Vector_base() [1404]
                0.00    0.00       2/10          std::_Vector_base<motor*, std::allocator<motor*> >::_M_deallocate(motor**, unsigned long) [1053]
                0.00    0.00       2/2           std::_Vector_base<motor*, std::allocator<motor*> >::_Vector_impl::~_Vector_impl() [1402]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<boost::program_options::basic_option<char>, std::allocator<boost::program_options::basic_option<char> > >::_M_deallocate(boost::program_options::basic_option<char>*, unsigned long) [1250]
[1405]   0.0    0.00    0.00       2         std::allocator_traits<std::allocator<boost::program_options::basic_option<char> > >::deallocate(std::allocator<boost::program_options::basic_option<char> >&, boost::program_options::basic_option<char>*, unsigned long) [1405]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<boost::program_options::basic_option<char> >::deallocate(boost::program_options::basic_option<char>*, unsigned long) [1390]
-----------------------------------------------
                0.00    0.00       1/2           set_seed(int) [1427]
                0.00    0.00       1/2           std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::mersenne_twister_engine(unsigned long) [1525]
[1406]   0.0    0.00    0.00       2         std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::seed(unsigned long) [1406]
                0.00    0.00     624/624         unsigned long std::__detail::__mod<unsigned long, 0ul, 1ul, 0ul>(unsigned long) [553]
                0.00    0.00     622/622         unsigned long std::__detail::__mod<unsigned long, 312ul, 1ul, 0ul>(unsigned long) [555]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<motor*, std::allocator<motor*> >::clear() [1408]
[1407]   0.0    0.00    0.00       2         std::vector<motor*, std::allocator<motor*> >::_M_erase_at_end(motor**) [1407]
                0.00    0.00       2/20          std::_Vector_base<motor*, std::allocator<motor*> >::_M_get_Tp_allocator() [914]
                0.00    0.00       2/12          void std::_Destroy<motor**, motor*>(motor**, motor**, std::allocator<motor*>&) [1043]
-----------------------------------------------
                0.00    0.00       2/2           motor_ensemble::~motor_ensemble() [1382]
[1408]   0.0    0.00    0.00       2         std::vector<motor*, std::allocator<motor*> >::clear() [1408]
                0.00    0.00       2/2           std::vector<motor*, std::allocator<motor*> >::_M_erase_at_end(motor**) [1407]
-----------------------------------------------
                0.00    0.00       2/2           motor_ensemble::motor_ensemble(double, std::array<double, 2ul>, double, double, double, filament_ensemble*, double, double, double, double, double, double, double, double, double, std::vector<std::array<double, 3ul>, std::allocator<std::array<double, 3ul> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [76]
[1409]   0.0    0.00    0.00       2         std::vector<motor*, std::allocator<motor*> >::vector() [1409]
                0.00    0.00       2/2           std::_Vector_base<motor*, std::allocator<motor*> >::_Vector_base() [1403]
-----------------------------------------------
                0.00    0.00       2/2           motor_ensemble::~motor_ensemble() [1382]
[1410]   0.0    0.00    0.00       2         std::vector<motor*, std::allocator<motor*> >::~vector() [1410]
                0.00    0.00       2/20          std::_Vector_base<motor*, std::allocator<motor*> >::_M_get_Tp_allocator() [914]
                0.00    0.00       2/12          void std::_Destroy<motor**, motor*>(motor**, motor**, std::allocator<motor*>&) [1043]
                0.00    0.00       2/2           std::_Vector_base<motor*, std::allocator<motor*> >::~_Vector_base() [1404]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[1411]   0.0    0.00    0.00       2         int const& std::max<int>(int const&, int const&) [1411]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [16]
[1412]   0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN14motor_ensembleC2EdSt5arrayIdLm2EEdddP17filament_ensembledddddddddSt6vectorIS0_IdLm3EESaIS5_EENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE [1412]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [1419]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [16]
[1413]   0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN17filament_ensembleC2Ev [1413]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [1421]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [16]
[1414]   0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4LinkC2Ev [1414]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [1420]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [16]
[1415]   0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5actinC2Ev [1415]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [1425]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [16]
[1416]   0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5motorC2Ev [1416]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [1424]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [16]
[1417]   0.0    0.00    0.00       1         _GLOBAL__sub_I_generator [1417]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [1422]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [16]
[1418]   0.0    0.00    0.00       1         _GLOBAL__sub_I_main [1418]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [1426]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN14motor_ensembleC2EdSt5arrayIdLm2EEdddP17filament_ensembledddddddddSt6vectorIS0_IdLm3EESaIS5_EENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE [1412]
[1419]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [1419]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN4LinkC2Ev [1414]
[1420]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [1420]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN17filament_ensembleC2Ev [1413]
[1421]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [1421]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_generator [1417]
[1422]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [1422]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::mersenne_twister_engine(unsigned long) [1525]
                0.00    0.00       1/1           std::normal_distribution<double>::normal_distribution(double, double) [1523]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN8filamentC2Ev [15]
[1423]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [1423]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5motorC2Ev [1416]
[1424]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [1424]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5actinC2Ev [1415]
[1425]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [1425]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [1418]
[1426]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [1426]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[1427]   0.0    0.00    0.00       1         set_seed(int) [1427]
                0.00    0.00       1/2           std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::seed(unsigned long) [1406]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[1428]   0.0    0.00    0.00       1         filament_ensemble::update_delrx(double) [1428]
                0.00    0.00       4/3155        std::vector<filament*, std::allocator<filament*> >::size() const [437]
                0.00    0.00       3/20390       std::vector<filament*, std::allocator<filament*> >::operator[](unsigned long) [176]
                0.00    0.00       3/3           filament::update_delrx(double) [1267]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[1429]   0.0    0.00    0.00       1         filament_ensemble::update_shear() [1429]
                0.00    0.00       4/3155        std::vector<filament*, std::allocator<filament*> >::size() const [437]
                0.00    0.00       3/20390       std::vector<filament*, std::allocator<filament*> >::operator[](unsigned long) [176]
                0.00    0.00       3/3           filament::update_shear(double) [1268]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[1430]   0.0    0.00    0.00       1         filament_ensemble::~filament_ensemble() [1430]
                0.00    0.00     441/188879      std::array<int, 2ul>::operator[](unsigned long) [102]
                0.00    0.00     420/39838       std::vector<std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >*, std::allocator<std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >*> >::operator[](unsigned long) [130]
                0.00    0.00     400/39818       std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >::at(unsigned long) [133]
                0.00    0.00     400/11035       std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >::~vector() [248]
                0.00    0.00      22/18404       std::vector<int, std::allocator<int> >::~vector() [189]
                0.00    0.00      20/20          std::vector<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*, std::allocator<std::vector<std::array<int, 2ul>, std::allocator<std::array<int, 2ul> > >*> >::~vector() [930]
                0.00    0.00      20/121780      std::vector<std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> >*> >::operator[](unsigned long) [103]
                0.00    0.00       3/20390       std::vector<filament*, std::allocator<filament*> >::operator[](unsigned long) [176]
                0.00    0.00       3/3           filament::~filament() [1269]
                0.00    0.00       1/3155        std::vector<filament*, std::allocator<filament*> >::size() const [437]
                0.00    0.00       1/1           std::unordered_set<std::array<int, 2ul>, boost::hash<std::array<int, 2ul> >, std::equal_to<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::~unordered_set() [1515]
                0.00    0.00       1/304         std::vector<filament*, std::allocator<filament*> >::~vector() [616]
